taxid,name,nametype,rank
118485,Polyzoniida,scientific name,order
118489,Playtdesmida,scientific name,order
118964,Deinococcales,scientific name,order
118969,Legionellales,scientific name,order
119069,Hydrogenophilales,scientific name,order
119424,Dendroceratida,scientific name,order
119428,Dictyoceratida,scientific name,order
120408,Sclerosporales,scientific name,order
121007,Filospermoidea,scientific name,order
121069,Pythiales,scientific name,order
123989,Balliales,scientific name,order
126329,Gyrocotylidea,scientific name,order
128122,Limnomedusae,scientific name,order
129912,Syngnathiformes,scientific name,order
131210,Desmidiales,scientific name,order
131214,Chlorokybales,scientific name,order
133187,Litobothriidea,scientific name,order
133449,Peripodida,scientific name,order
134362,Capnodiales,scientific name,order
134613,Argentiniformes,scientific name,order
134677,Phaeothamnales,scientific name,order
135250,Prasiolales,scientific name,order
135613,Chromatiales,scientific name,order
135614,Xanthomonadales,scientific name,order
135615,Cardiobacteriales,scientific name,order
135618,Methylococcales,scientific name,order
135619,Oceanospirillales,scientific name,order
135622,Alteromonadales,scientific name,order
135623,Vibrionales,scientific name,order
135624,Aeromonadales,scientific name,order
135625,Pasteurellales,scientific name,order
135652,Lulworthiales,scientific name,order
137614,Stemonitida,scientific name,order
137622,Echinosteliales,scientific name,order
138177,Chlorosarcinales,scientific name,order
139380,Hymenochaetales,scientific name,order
140471,Platyctenida,scientific name,order
140484,Thalassocalycida,scientific name,order
141907,Scytothamnales,scientific name,order
142645,Sporochnales,scientific name,order
143303,Ateleopodiformes,scientific name,order
143896,Notacanthiformes,scientific name,order
146291,Verrucariales,scientific name,order
148099,Mycocaliciales,scientific name,order
149990,Parachela,scientific name,order
149991,Apochela,scientific name,order
152641,Coryneliales,scientific name,order
152647,Trichosphaeriales,scientific name,order
157608,Geastrales,scientific name,order
157821,Acarosporales,scientific name,order
158030,Thecosomata,scientific name,order
159314,Myzocytiopsidales,scientific name,order
160439,Mesostigmatales,scientific name,order
162474,Malasseziales,scientific name,order
162475,Microstromatales,scientific name,order
163513,Leptocylindrales,scientific name,order
163656,Exogenida,scientific name,order
163659,Evaginogenida,scientific name,order
163662,Endogenida,scientific name,order
164619,Sorogenida,scientific name,order
171549,Bacteroidales,scientific name,order
175240,Oltmansiellopsidales,scientific name,order
178369,Euglyphida,scientific name,order
178836,Halocyprida,scientific name,order
183770,Enterogona,scientific name,order
186023,Achnanthales,scientific name,order
186328,Entomoplasmatales,scientific name,order
186329,Acholeplasmatales,scientific name,order
186332,Anaeroplasmatales,scientific name,order
186784,Fossombroniales,scientific name,order
186785,Blasiales,scientific name,order
186787,Treubiales,scientific name,order
186788,Calobryales,scientific name,order
186798,Porellales,scientific name,order
186802,Clostridiales,scientific name,order
186826,Lactobacillales,scientific name,order
188710,Thermodesulfobacteriales,scientific name,order
188941,Cercomonadida,scientific name,order
188944,Thaumatomonadida,scientific name,order
189479,Orbiliales,scientific name,order
189769,Chrysiogenales,scientific name,order
189772,Herpetosiphonales,scientific name,order
189776,Thermomicrobiales,scientific name,order
189778,Nitrospirales,scientific name,order
190558,Chordodea,scientific name,order
190563,Gordea,scientific name,order
191393,Deferribacterales,scientific name,order
191411,Chlorobiales,scientific name,order
191554,Hysteriales,scientific name,order
191814,Diplonemida,scientific name,order
192413,Mantophasmatodea,scientific name,order
193033,Jahnulales,scientific name,order
195993,Mischococcales,scientific name,order
195995,Botrydiales,scientific name,order
196635,Eunotiales,scientific name,order
197906,Pleurostomatida,scientific name,order
197907,Cyclotrichida,scientific name,order
198613,Philasterida,scientific name,order
198614,Pleuronematida,scientific name,order
198615,Thigmotrichida,scientific name,order
198624,Dermocystida,scientific name,order
198625,Ichthyophonida,scientific name,order
199699,Nemastomatales,scientific name,order
200603,Kiitrichida,scientific name,order
200604,Tintinnida,scientific name,order
200605,Choreotrichida,scientific name,order
200644,Flavobacteriales,scientific name,order
200666,Sphingobacteriales,scientific name,order
203487,Dictyoglomales,scientific name,order
203491,Fusobacteriales,scientific name,order
204043,Cystobasidiales,scientific name,order
204044,Classiculales,scientific name,order
204433,Acidobacteriales,scientific name,order
204441,Rhodospirillales,scientific name,order
204455,Rhodobacterales,scientific name,order
204457,Sphingomonadales,scientific name,order
204458,Caulobacterales,scientific name,order
204509,Charales,scientific name,order
204510,Coleochaetales,scientific name,order
205948,Cenarchaeales,scientific name,order
206351,Neisseriales,scientific name,order
206389,Rhodocyclales,scientific name,order
208471,Trichiida,scientific name,order
211104,Liceales,scientific name,order
211184,Triplonchida,scientific name,order
211375,Isolaimida,scientific name,order
211639,Licnophorida,scientific name,order
213113,Desulfurellales,scientific name,order
213115,Desulfovibrionales,scientific name,order
213118,Desulfobacterales,scientific name,order
213462,Syntrophobacterales,scientific name,order
213481,Bdellovibrionales,scientific name,order
213849,Campylobacterales,scientific name,order
214503,Mortierellales,scientific name,order
214508,Paraglomerales,scientific name,order
214509,Diversisporales,scientific name,order
216204,Aspidosiphonidormes,scientific name,order
216210,Phascolosomatiformes,scientific name,order
216721,Lyrellales,scientific name,order
216751,Surirellales,scientific name,order
216758,Thalassiophysales,scientific name,order
216785,Coscinodiscales,scientific name,order
216817,Cyclophorales,scientific name,order
216905,Paraliales,scientific name,order
218872,Fibrobacterales,scientific name,order
219686,Gemmatimonadales,scientific name,order
219834,Protoheterotrichida,scientific name,order
222546,Boliniales,scientific name,order
224468,Procabacteriales,scientific name,order
225057,Acidithiobacillales,scientific name,order
228674,Bourgueticrinida,scientific name,order
228689,Cyrtocrinida,scientific name,order
231076,Ignatiales,scientific name,order
231212,Leucosporidiales,scientific name,order
231213,Sporidiobolales,scientific name,order
232378,Proteales,scientific name,order
232382,Gunnerales,scientific name,order
232392,Crossosomatales,scientific name,order
232508,Triceratiales,scientific name,order
233875,Celastrales,scientific name,order
235191,Exogemmida,scientific name,order
235899,Nautiliales,scientific name,order
238088,Neogregarinorida,scientific name,order
238779,Phaeosphaerida,scientific name,order
238786,Phaeodendrida,scientific name,order
238790,Phaeocystida,scientific name,order
238897,Chlamydodontida,scientific name,order
238898,Dysteriida,scientific name,order
244123,Pihiellales,scientific name,order
245176,Rhopalodiales,scientific name,order
245716,Glomeridesmida,scientific name,order
245732,Stemmiulida,scientific name,order
251709,Eccrinales,scientific name,order
252166,Coronophorales,scientific name,order
255473,Parvularculales,scientific name,order
255980,Pleuroziales,scientific name,order
259634,Acochlidiacea,scientific name,order
261007,Nymphaeales,scientific name,order
261008,Chloranthales,scientific name,order
261009,Amborellales,scientific name,order
261460,Chaetosphaeriales,scientific name,order
262506,Phaeophilales,scientific name,order
265318,Cyanidiales,scientific name,order
265576,Chaetocerotales,scientific name,order
265588,Rhaponeidales,scientific name,order
269027,Amphidiscosida,scientific name,order
269805,Cryptomycocolacales,scientific name,order
272738,Potamodrilidae,scientific name,order
278081,Lentisphaerales,scientific name,order
278082,Victivallales,scientific name,order
278205,Myoida,scientific name,order
278828,Astomatida,scientific name,order
278980,Nassellaria,scientific name,order
279647,Flabelligerida,scientific name,order
280577,Buxales,scientific name,order
282338,Stylonematales,scientific name,order
282414,Squaliformes,scientific name,order
283995,Murrayonida,scientific name,order
284002,Lithonida,scientific name,order
285692,Trichonymphida,scientific name,order
285693,Spirotrichonymphida,scientific name,order
291611,Lichinales,scientific name,order
292491,Thelebolales,scientific name,order
292576,Coniochaetales,scientific name,order
292629,Anaerolineales,scientific name,order
297313,Sebacinales,scientific name,order
304575,Pseudoscourfieldiales,scientific name,order
307595,Gloeobacterales,scientific name,order
310836,Cyclorhagida,scientific name,order
313555,Himatismenida,scientific name,order
318493,Arcellinida,scientific name,order
319670,Akentrogonida,scientific name,order
321066,Cathetocephalidea,scientific name,order
323296,Actinulida,scientific name,order
326966,Huerteales,scientific name,order
327712,Holasteroida,scientific name,order
332160,Solibacterales,scientific name,order
332294,Phaeogromida,scientific name,order
332306,Phaeoconchida,scientific name,order
338308,Philodinavidae,scientific name,order
343329,Kopriimonadales,scientific name,order
352445,Synhymeniida,scientific name,order
360085,Notomyotida,scientific name,order
362534,Kordiimonadales,scientific name,order
365322,Tubuliporida,scientific name,order
366435,Monophragmophora,scientific name,order
369753,Sebdeniales,scientific name,order
369754,Acrosymphytales,scientific name,order
370421,Albuginales,scientific name,order
373319,Pantopoda,scientific name,order
373738,Desmoscolecida,scientific name,order
385030,Pseudoamphisiellida,scientific name,order
388448,Ktedonobacterales,scientific name,order
388450,Peltigerales,scientific name,order
400689,Dendrocerotales,scientific name,order
400691,Notothyladales,scientific name,order
400693,Phymatocerotales,scientific name,order
400718,Pelliales,scientific name,order
400839,Trochodendrales,scientific name,order
402685,Leiosporocerotales,scientific name,order
402718,Monocleales,scientific name,order
402719,Ricciales,scientific name,order
402723,Pallaviciniales,scientific name,order
403664,Berberidopsidales,scientific name,order
403665,Dilleniales,scientific name,order
403666,Zygophyllales,scientific name,order
403667,Vitales,scientific name,order
404264,Oedipodiales,scientific name,order
404267,Buxbaumiales,scientific name,order
404269,Scouleriales,scientific name,order
404270,Bryoxiphiales,scientific name,order
404314,Ptychomniales,scientific name,order
406427,Anthoathecata,scientific name,order
408070,Odontostomatida,scientific name,order
414714,Catenulisporales,scientific name,order
415000,Opitutales,scientific name,order
415001,Puniceicoccales,scientific name,order
416805,Olpidiopsidales,scientific name,order
418917,Coccolithales,scientific name,order
418919,Phaeocystales,scientific name,order
418921,Zygodiscales,scientific name,order
418928,Syracosphaerales,scientific name,order
418930,Reticulosphaerales,scientific name,order
420262,Cymatosirales,scientific name,order
420267,Hemiaulales,scientific name,order
420269,Corethrales,scientific name,order
420271,Lithodesmiales,scientific name,order
420274,Biddulphiales,scientific name,order
420604,Hydrurales,scientific name,order
420622,Synurales,scientific name,order
420624,Rhizochloridales,scientific name,order
421860,Siphonophorida,scientific name,order
422760,Agamococcidiorida,scientific name,order
425074,Eustigmatales,scientific name,order
426653,Protoraphidales,scientific name,order
426655,Rhabdonematales,scientific name,order
426659,Tabellariales,scientific name,order
426665,Thalassionemales,scientific name,order
426672,Striatellales,scientific name,order
431958,Wallemiales,scientific name,order
432006,Erythrobasidiales,scientific name,order
432007,Naohideales,scientific name,order
432026,Mixiales,scientific name,order
432027,Helicobasidiales,scientific name,order
432046,Pachnocybales,scientific name,order
435411,Protosteliales,scientific name,order
447211,Dinophysiales,scientific name,order
449127,Climacospheniales,scientific name,order
451442,Rhizophydiales,scientific name,order
451861,Asellariales,scientific name,order
451869,Botryosphaeriales,scientific name,order
451880,Pyxidiophorales,scientific name,order
452221,Baeomycetales,scientific name,order
452225,Candelariales,scientific name,order
452227,Umbilicariales,scientific name,order
452228,Melanosporales,scientific name,order
452233,Triblidiales,scientific name,order
452281,Spiculogloeales,scientific name,order
452334,Atheliales,scientific name,order
452336,Gomphales,scientific name,order
452337,Hysterangiales,scientific name,order
452338,Corticiales,scientific name,order
452339,Gloeophyllales,scientific name,order
452342,Russulales,scientific name,order
452343,Trechisporales,scientific name,order
453227,Desulfarculales,scientific name,order
455492,Thermolithobacterales,scientific name,order
463049,Grossglockneriida,scientific name,order
464095,Picornavirales,scientific name,order
471822,Haloplasmatales,scientific name,order
475963,Caldilineales,scientific name,order
480566,Hypnodendrales,scientific name,order
485256,Natranaerobiales,scientific name,order
485343,Prasinococcales,scientific name,order
486728,Urostylida,scientific name,order
498764,Rhodachlyales,scientific name,order
500008,Leptothecata,scientific name,order
502085,Microthoracida,scientific name,order
510684,Sneathiellales,scientific name,order
515458,Anaulales,scientific name,order
519443,Malacovalvulida,scientific name,order
524891,Apostomatida,scientific name,order
526525,Erysipelotrichales,scientific name,order
531990,Onslowiales,scientific name,order
533206,Acanthopleuribacterales,scientific name,order
545373,Eremithallales,scientific name,order
548681,Herpesvirales,scientific name,order
549179,Nanaloricida,scientific name,order
551287,Sepiida,scientific name,order
551288,Sepiolida,scientific name,order
551289,Spirulida,scientific name,order
551290,Teuthida,scientific name,order
570264,Methanocellales,scientific name,order
574975,Holophagales,scientific name,order
578868,Chlorocystidales,scientific name,order
580371,Mariprofundales,scientific name,order
587470,Heterogloeales,scientific name,order
588673,Solirubrobacterales,scientific name,order
588674,Thermoleophilales,scientific name,order
589342,Pyrenomonadales,scientific name,order
589350,Cryptomonadales,scientific name,order
589438,Telonemida,scientific name,order
589444,Cryomonadida,scientific name,order
589512,Lophodiniales,scientific name,order
590977,Florenciellales,scientific name,order
590978,Rhizochromulinales,scientific name,order
592017,Polystilifera,scientific name,order
596497,Nitriliruptorales,scientific name,order
597358,Kiloniellales,scientific name,order
603422,Mytilinidiales,scientific name,order
622450,Actinopolysporales,scientific name,order
622452,Kineosporiales,scientific name,order
629767,Petrosaviales,scientific name,order
629768,Picramniales,scientific name,order
639021,Magnaporthales,scientific name,order
639208,Koralionastetales,scientific name,order
641854,Elusimicrobiales,scientific name,order
642598,Lobulomycetales,scientific name,order
642607,Cladochytriales,scientific name,order
642610,Rhizophlyctidales,scientific name,order
649776,Synergistales,scientific name,order
650048,Coccidiniales,scientific name,order
654833,Geoglossales,scientific name,order
655439,Carybdeida,scientific name,order
655440,Chirodropida,scientific name,order
658125,Chattonellales,scientific name,order
658648,Colaconematales,scientific name,order
661028,Rhodellales,scientific name,order
666506,Phycisphaerales,scientific name,order
667382,Baerida,scientific name,order
675063,Tymovirales,scientific name,order
680347,Pleurobranchomorpha,scientific name,order
684783,Moniligastrida,scientific name,order
685948,Fervidicoccales,scientific name,order
693072,Caldisericales,scientific name,order
693749,Osmundales,scientific name,order
693760,Hymenophyllales,scientific name,order
693761,Gleicheniales,scientific name,order
693762,Schizaeales,scientific name,order
693763,Cyatheales,scientific name,order
693921,Sporadotrichida,scientific name,order
703243,Bruniales,scientific name,order
703245,Escalloniales,scientific name,order
703246,Paracryphiales,scientific name,order
703495,Microthyriales,scientific name,order
707761,Hyocrinida,scientific name,order
710185,Arthrotardigrada,scientific name,order
710186,Echiniscoidea,scientific name,order
713634,Ferritrophicales,scientific name,order
714581,Trypetheliales,scientific name,order
716585,Acrospermales,scientific name,order
717963,Methylacidiphilales,scientific name,order
721927,Jaapiales,scientific name,order
721947,Amylocorticiales,scientific name,order
722750,Parmales,scientific name,order
725120,Opheliida,scientific name,order
730330,Entomobryomorpha,scientific name,order
730331,Poduromorpha,scientific name,order
734142,Echinothuroida,scientific name,order
735274,Millericrinida,scientific name,order
740972,Tritrichomonadida,scientific name,order
740974,Honigbergiellida,scientific name,order
740976,Cristamonadida,scientific name,order
740984,Hypotrichomonadida,scientific name,order
742030,Salinisphaerales,scientific name,order
742846,Ceraceosorales,scientific name,order
768507,Cytophagales,scientific name,order
768667,Thermogemmatisporales,scientific name,order
792580,Golfingiida,scientific name,order
795748,Ignavibacteriales,scientific name,order
856330,Nuculanoida,scientific name,order
871006,Acidilobales,scientific name,order
891380,Ralfsiales,scientific name,order
891383,Thoreales,scientific name,order
908621,Euzebyales,scientific name,order
909929,Selenomonadales,scientific name,order
926275,Crustaceacida,scientific name,order
930020,Rufusiales,scientific name,order
930024,Compsopogonales,scientific name,order
938097,Ethmodiscales,scientific name,order
941245,Asterolamprales,scientific name,order
948950,Pilosa,scientific name,order
948951,Cingulata,scientific name,order
977767,Cycloneritida,scientific name,order
981393,Neohodgsoniales,scientific name,order
981396,Lunulariales,scientific name,order
984499,Ptilidiales,scientific name,order
998816,Lituolida,scientific name,order
1003138,Toxariales,scientific name,order
1003315,Chrysanthemodiscales,scientific name,order
1003319,Mastogloiales,scientific name,order
1004267,Pinguiochrysidales,scientific name,order
1028384,Glomerellales,scientific name,order
1031676,Gigaspermales,scientific name,order
1033996,Nitrososphaerales,scientific name,order
1034061,Bartramiales,scientific name,order
1042313,Armatimonadales,scientific name,order
1051633,Spirillinida,scientific name,order
1051672,Holtermanniales,scientific name,order
1054998,Sticholonchida,scientific name,order
1055547,Tritirachiales,scientific name,order
1075813,Archaeorhizomycetales,scientific name,order
1077248,Neomeniamorpha,scientific name,order
1077249,Pholidoskepia,scientific name,order
1077250,Cavibelonia,scientific name,order
1077263,Chthonomonadales,scientific name,order
1100069,Bacteroidetes Order II. Incertae sedis,scientific name,order
1100071,Bacteroidetes Order IV. Incertae sedis,scientific name,order
1111111,Venturiales,scientific name,order
1127110,Holacanthida,scientific name,order
1127803,Savoryellales,scientific name,order
1127829,Candidatus Brocadiales,scientific name,order
1133283,Archaeosporales,scientific name,order
1134056,Polychytriales,scientific name,order
1150982,Muspiceida,scientific name,order
1154584,Gaiellales,scientific name,order
1170549,Rhynchodida,scientific name,order
1170550,Hypocomatida,scientific name,order
1174524,Rapaza,scientific name,order
1191478,Magnetococcales,scientific name,order
1202465,Dehalococcoidales,scientific name,order
1216353,Miliolida,scientific name,order
1217098,Jiangellales,scientific name,order
1217820,Xylonales,scientific name,order
1224679,Diphyllobothriidea,scientific name,order
1235850,Methanomassiliicoccales,scientific name,order
1237875,Rigifilida,scientific name,order
1238681,Glissomonadida,scientific name,order
1239064,Oxyrrhinales,scientific name,order
1240482,Orbales,scientific name,order
1249560,Plagiopylida,scientific name,order
1264872,Basidiobolales,scientific name,order
1264873,Neozygitales,scientific name,order
1280411,Archigregarinorida,scientific name,order
1292367,Dixoniellales,scientific name,order
1293499,Nitrospinales,scientific name,order
1293513,Coniocybales,scientific name,order
1294634,Crocodylia,scientific name,order
1298590,Kriegeriales,scientific name,order
1302181,Caliciales,scientific name,order
1306445,Leprocaulales,scientific name,order
1312376,Fecampiida,scientific name,order
1313208,Oligosphaerales,scientific name,order
1315716,Picomonadida,scientific name,order
1334978,Stictocyclales,scientific name,order
1339693,Geminibasidiales,scientific name,order
1365975,Bothriocephalidea,scientific name,order
1367446,Vampyrellida,scientific name,order
1382929,Ardenticatenales,scientific name,order
1385564,Lichenostigmatales,scientific name,order
1387701,Scotinosphaerales,scientific name,order
1389450,Candidatus Actinomarinales,scientific name,order
1395567,Carterinida,scientific name,order
1405800,Entwisleiales,scientific name,order
1419470,Phyllobothriidea,scientific name,order
1419472,Onchoproteocephalidea,scientific name,order
1419493,Salenioida,scientific name,order
1426915,Collodaria,scientific name,order
1429049,Abrothallales,scientific name,order
1429051,Lepidostromatales,scientific name,order
1442155,Ferrovales,scientific name,order
1446378,Araucariales,scientific name,order
1446379,Cupressales,scientific name,order
1446380,Pinales,scientific name,order
1484953,Phacidiales,scientific name,order
1485168,Longamoebia,scientific name,order
1485951,Desulfurobacteriales,scientific name,order
1486921,Gromochytriales,scientific name,order
1486925,Mesochytriales,scientific name,order
1489345,Hiodontiformes,scientific name,order
1489486,Alepocephaliformes,scientific name,order
1489795,Lepidogalaxiiformes,scientific name,order
1489837,Stylephoriformes,scientific name,order
1489876,Kurtiformes,scientific name,order
1489878,Gobiiformes,scientific name,order
1489894,Scombriformes,scientific name,order
1489900,Anabantiformes,scientific name,order
1489906,Istiophoriformes,scientific name,order
1489907,Carangiformes,scientific name,order
1489911,Cichliformes,scientific name,order
1489912,Pholidichthyiformes,scientific name,order
1489921,Blenniiformes,scientific name,order
1489926,Uranoscopiformes,scientific name,order
1489928,Labriformes,scientific name,order
1489929,Lobotiformes,scientific name,order
1489930,Ephippiformes,scientific name,order
1489931,Spariformes,scientific name,order
1489937,Acanthuriformes,scientific name,order
1489939,Pempheriformes,scientific name,order
1489940,Centrarchiformes,scientific name,order
1490028,Holocentriformes,scientific name,order
1495647,Thermoflexales,scientific name,order
1500419,Lecideales,scientific name,order
1500427,Rhizocarpales,scientific name,order
1505233,Chitinivibrionales,scientific name,order
1508535,Kallotenuales,scientific name,order
1511857,Ligamenvirales,scientific name,order
1518855,Arctomiales,scientific name,order
1518856,Hymeneliales,scientific name,order
1519617,Sarrameanales,scientific name,order
1520783,Trapeliales,scientific name,order
1524963,Palmophyllales,scientific name,order
1525213,Dolichomastigales,scientific name,order
1525214,Monomastigales,scientific name,order
1535296,Glaucosphaerales,scientific name,order
1535297,Marsupiomonadales,scientific name,order
1538066,Moniliellales,scientific name,order
1538097,Boraginales,scientific name,order
1544799,Rhodothalassiales,scientific name,order
1545895,Chaetodontiformes,scientific name,order
1553901,Oligoflexales,scientific name,order
1563120,Notoungulata,scientific name,order
1563124,Litopterna,scientific name,order
1564048,Lucinoida,scientific name,order
1572403,Phaeocalpida,scientific name,order
1572407,Phaeogymnocellida,scientific name,order
1572707,Tubeufiales,scientific name,order
1588757,Pisorisporiales,scientific name,order
1611870,Collothecaceae,scientific name,order
1617890,Arenicellales,scientific name,order
1618100,Phaeomoniellales,scientific name,order
1619909,Asterinales,scientific name,order
1643682,Geodermatophilales,scientific name,order
1643683,Acidothermales,scientific name,order
1643684,Nakamurellales,scientific name,order
1643686,Brachyspirales,scientific name,order
1643687,Brevinematales,scientific name,order
1643822,Eggerthellales,scientific name,order
1643946,Kosmotogales,scientific name,order
1643947,Petrotogales,scientific name,order
1644055,Haloferacales,scientific name,order
1644060,Natrialbales,scientific name,order
1652079,Protura,scientific name,order
1659750,Robertinida,scientific name,order
1663097,Anisolpidiales,scientific name,order
1663425,Fimbriimonadales,scientific name,order
1665692,Minutisphaerales,scientific name,order
1665694,Natipusillales,scientific name,order
1676649,Limnochordales,scientific name,order
1680668,Valsariales,scientific name,order
1680909,Prostomatida,scientific name,order
1692040,Acidiferrobacterales,scientific name,order
1696059,Talbotiomycetales,scientific name,order
1705611,Hapalidiales,scientific name,order
1706369,Cellvibrionales,scientific name,order
1737405,Tissierellales,scientific name,order
1747768,Egibacterales,scientific name,order
1749035,Violaceomycetales,scientific name,order
1755823,Egicoccales,scientific name,order
1769716,Mesoaciditogales,scientific name,order
1771349,Tepidisphaerales,scientific name,order
1775403,Nevskiales,scientific name,order
1775898,Togniniales,scientific name,order
1779134,Bradymonadales,scientific name,order
1779149,Chondrillida,scientific name,order
1779151,Verongiida,scientific name,order
1779152,Axinellida,scientific name,order
1779153,Biemnida,scientific name,order
1779154,Bubarida,scientific name,order
1779155,Clionaida,scientific name,order
1779156,Desmacellida,scientific name,order
1779157,Merliida,scientific name,order
1779158,Polymastiida,scientific name,order
1779160,Sphaerocladina,scientific name,order
1779161,Spongillida,scientific name,order
1779162,Suberitida,scientific name,order
1779163,Tethyida,scientific name,order
1779164,Tetractinellida,scientific name,order
1779165,Trachycladida,scientific name,order
1783344,Endomicrobiales,scientific name,order
1802789,Metteniusales,scientific name,order
1802790,Icacinales,scientific name,order
1803398,Candidatus Peribacterales,scientific name,order
1803511,Candidatus Altiarchaeales,scientific name,order
1804766,Robbauerales,scientific name,order
1804992,Longimicrobiales,scientific name,order
1809179,Conioscyphales,scientific name,order
1809182,Pleurotheciales,scientific name,order
1809228,Torpedosporales,scientific name,order
1809229,Falcocladiales,scientific name,order
1809278,Myrmecridiales,scientific name,order
1809280,Annulatascales,scientific name,order
1812916,Fibromonadales,scientific name,order
1818663,Phaeotrichales,scientific name,order
1824639,Monoblastiales,scientific name,order
1824640,Collemopsidiales,scientific name,order
1824641,Strigulales,scientific name,order
1836787,Chthoniobacterales,scientific name,order
1843488,Acidaminococcales,scientific name,order
1843489,Veillonellales,scientific name,order
1851469,Trichosporonales,scientific name,order
1853223,Balneolales,scientific name,order
1853224,Rhodothermales,scientific name,order
1853229,Chitinophagales,scientific name,order
1860137,Chitinispirillales,scientific name,order
1880621,Cocconeidales,scientific name,order
1882926,Cyphobasidiales,scientific name,order
1890385,Torodiniales,scientific name,order
1890424,Synechococcales,scientific name,order
1890443,Spirulinales,scientific name,order
1890505,Chroococcidiopsidales,scientific name,order
1890940,Nanoarchaeales,scientific name,order
1895403,Asterotexiales,scientific name,order
1904611,Golubeviales,scientific name,order
1905220,Goniochloridales,scientific name,order
1906150,Candidatus Caenarcaniphilales,scientific name,order
1906152,Candidatus Obscuribacterales,scientific name,order
1909185,Aulocalycoida,scientific name,order
1913639,Umbelopsidales,scientific name,order
1915414,Candidatus Methanomethyliales,scientific name,order
1921002,Holosporales,scientific name,order
1921567,Micropepsales,scientific name,order
1921782,Kiritimatiellales,scientific name,order
1929018,Pseudoditrichales,scientific name,order
1934945,Immundisolibacterales,scientific name,order
1936988,Saprospirales,scientific name,order
1940606,Stigmatodiscales,scientific name,order
1955042,Gloeoemargaritales,scientific name,order
1956187,Cariamiformes,scientific name,order
1961800,Superstratomycetales,scientific name,order
1962852,Calditrichales,scientific name,order
1963360,Parachlamydiales,scientific name,order
1963390,Fuscosporellales,scientific name,order
1964463,Enchytraeida,scientific name,order
1968909,Candidatus Nitrosocaldales,scientific name,order
1970189,Marinilabiliales,scientific name,order
1974272,Sessilida,scientific name,order
1974273,Mobilida,scientific name,order
1977401,Vahliales,scientific name,order
1980410,Bunyavirales,scientific name,order
1985647,Sclerococcales,scientific name,order
2024527,Caproiformes,scientific name,order
2024536,Priacanthiformes,scientific name,order
2024538,Gerreiformes,scientific name,order
2024539,Lutjaniformes,scientific name,order
2024973,Silvanigrellales,scientific name,order
2024979,Bacteriovoracales,scientific name,order
2029571,Thelocarpales,scientific name,order
2029574,Vezdaeales,scientific name,order
2039638,Candidatus Nanopelagicales,scientific name,order
2044726,Dioctophymatida,scientific name,order
2044972,Benthimermithida,scientific name,order
2044973,Plectida,scientific name,order
2045499,Corynodactylales,scientific name,order
2058181,Acytosteliales,scientific name,order
2058949,Dictyosteliales,scientific name,order
2066484,Iodidimonadales,scientific name,order
2081776,Xenospadicoidales,scientific name,order
2082882,Euonychophora,scientific name,order
2082909,Priapulimorphida,scientific name,order
2082948,Tetramerocerata,scientific name,order
2083177,Rhaptothyreida,scientific name,order
2108005,Tremellodendropsidales,scientific name,order
2108076,Licmophorales,scientific name,order
2109260,Abditibacteriales,scientific name,order
2126967,Symbiotaphrinales,scientific name,order
2137301,Sterrofustia,scientific name,order
2138246,Coprothermobacterales,scientific name,order
2152897,Candidatus Fermentibacterales,scientific name,order
2169561,Ortervirales,scientific name,order
2172500,Aquavolonida,scientific name,order
